id,name,phone_number,places,type,sponsor_id,sponsor_name,street,zip_code,lat,lon
01010450,Kita Villa Murkelmaier,+49302792668,94,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,Sebastianstr. 22,10179,52.50747449505151,13.410447915481878
01010460,Kita Pusteblume,+49302792210,86,Reguläre Einrichtung,1224,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,Sebastianstr. 23,10179,52.507782134292796,13.410324826316174
01010470,Kita Veteranenstr. 10/Kigä City,+493047378193,133,Reguläre Einrichtung,0120,Kindergärten City,Veteranenstr. 10,10119,52.53296785728316,13.401711666978274
01010500,Kita Weydemeyerstr. 20/21,+49302419151,138,Reguläre Einrichtung,0120,Kindergärten City,Weydemeyerstr. 20,10178,52.52047866262694,13.426825756328224
01010550,Kita Oase,+493044383661,95,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,Kastanienallee 63A,10119,52.53405355810843,13.407015495120085
01010560,Kita St. Elisabeth,+49304496527,125,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Elisabethkirchstr. 21,10115,52.533363933081894,13.39669468848828
01010570,Zions-Kindergarten,+493062737521,85,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Griebenowstr. 16,10435,52.535420448150695,13.405031531476435
01010580,Ev. Kita Sophien,+493024342439,84,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Große Hamburger Str. 28,10115,52.52510886290338,13.399123969604826
01010590,Kindergarten Alegria Jardin infantil,+493051055655,100,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,Mohrenstr. 7,10117,52.511819436040426,13.387293090570092
01010620,Kita Habersaathstraße,+49302823535,90,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Habersaathstr. 5,10115,52.53145339342477,13.374226275836662
01010630,Kita Kinderinsel,+493041716928,30,Reguläre Einrichtung,1310,Kinderinsel e. V. Inselnest,Eichendorffstr. 17,10115,52.530139143120344,13.387320744049775
01010640,Kinderladen Rosenthaler Vorstadt,+493054713948,19,Reguläre Einrichtung,1152,Kinderladen Rosenthaler Vorstadt e.V.,Wolliner Str. 60,10435,52.53693627570998,13.403493236789167
01010720,Kita Fürstenberger Str. 4/5/Kigä City,+49304620678,180,Reguläre Einrichtung,0120,Kindergärten City,Fürstenberger Str. 4,10435,52.53713417706705,13.40476740781967
01010810,EKT - Rosinante,+49301636939419,17,Reguläre Einrichtung,1173,Rosinante e.V.,Strelitzer Str. 71,10115,52.534002922203896,13.39614357083826
01010830,"EKT - ""Pippi Langstrumpf""",+49302479252,21,Reguläre Einrichtung,0508,Kinderladen Pippi Langstrumpf e.V.,Krausnickstr. 3A,10115,52.52493168538524,13.396397422773035
01010850,Kita Cavalo-Marinho/Portubi e.V.,+493048491840,30,Reguläre Einrichtung,1332,PORTUBI e. V.,Anklamer Str. 46,10115,52.53489461309856,13.396790789226298
01010870,Kinderladen Oskar Kirschkern,+493017643318775,35,Reguläre Einrichtung,0772,Kirschkern e.V.,Anklamer Str. 29,10115,52.53626917491716,13.400432819610076
01010890,Kindergarten Alegria,+493051055655,45,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,Voßstr. 12,10117,52.51133291667806,13.380045801053102
01010940,EKT NaturKindergarten Berlin Mitte,+493027596089,19,Reguläre Einrichtung,1388,Initiative zur Gründung eines Naturkindergartens in Berlin Mitte e.V.,Krausnickstr. 11,10115,52.52527010051482,13.39834861783109
01010950,Musikkindergarten Berlin,+493070084892,135,Reguläre Einrichtung,1713,MUSIKKINDERGARTEN BERLIN e.V. c/o Staatsoper im Schillertheater,Leipziger Str. 41,10117,52.50998569664054,13.394267019652586
01010960,Kinderladen Paul Kirschkern,+493017643320882,25,Reguläre Einrichtung,0772,Kirschkern e.V.,Anklamer Str. 29,10115,52.53626917491716,13.400432819610076
01010980,Berlin Metropolitan School,+4930887273918,140,Reguläre Einrichtung,7373,Berlin Metropolitan School gGmbH,Linienstr. 122,10115,52.52691671806122,13.390488864569665
01011000,Lauder Nitzan Kindergarten Yeshivat Beit Zion-Lauder Jüdisches Lehrhaus,+4930405046925,70,Reguläre Einrichtung,1391,Lauder Yeshurun gGmbH,Brunnenstr. 33,10115,52.53537424523359,13.39814898169642
01011020,Kita CASA AZUL - MAISON BLEUE,+493024083164,45,Reguläre Einrichtung,7393,CASA AZUL - BLAUES HAUS e.V.,Reinhardtstr. 31,10117,52.5226322525195,13.380850571376664
01011030,Kita Torstraße,+493024628214,102,Reguläre Einrichtung,7434,"Be Smart Academy ""Alte Seifenfabrik"" gGmbH",Torstr. 134,10119,52.52931518385899,13.399877653452364
01011270,Kita jurella am Park,+493052667912,54,Reguläre Einrichtung,8250,Jurella gGmbH,Chausseestr. 50B,10115,52.5356345929215,13.3782489728132
01011290,Kinderladen IrgendWieAnders,+493017624464410,25,Reguläre Einrichtung,8120,FürKinder e. V.,Wilhelmine-Gemberg-Weg 10,10179,52.51057686891418,13.42459912900179
01011300,Kinderladen Emil Kirschkern,+493017643327555,25,Reguläre Einrichtung,0772,Kirschkern e.V.,Ackerstr. 3A,10115,52.530060919345026,13.397911869904394
01011330,Kita an der Humboldt-Universität zu Berlin,+4930939398620,88,Reguläre Einrichtung,1256,studierendenWERK BERLIN,Ziegelstr. 5,10117,52.52336530975082,13.389766699428488
01011400,FRÖBEL - Kindergarten Charité Mitte,+493028094011,70,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Invalidenstr. 103A,10115,52.529799704637036,13.38083312361462
01011470,Kita Schmidchen,+493040362060,215,Reguläre Einrichtung,1339,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,Schmidstr. 4,10179,52.50940383472902,13.418824862134914
01011490,Deutsch-Italienische Kita/Kigä City,+4930830290,55,Reguläre Einrichtung,0120,Kindergärten City,Schmidstr. 2E,10179,52.50888639164606,13.418252537285982
01011510,Inklusionskita Salamander Fischerinsel,+493053843379,25,Reguläre Einrichtung,9013,Kita Salamander gGmbH,Mühlendamm 1,10179,52.51421706269939,13.406449467384295
01020010,Kita Fantasia,+49309895301,135,Reguläre Einrichtung,0107,Orte für Kinder GmbH,Bredowstr. 27A,10551,52.53192256170166,13.339825711320701
01020020,Kita Paradies für Kinder,+49309480196,98,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,Calvinstr. 16,10557,52.520913962708676,13.35095962158923
01020030,Kita Emdener Str. 11/Kigä City,+49309408573,220,Reguläre Einrichtung,0120,Kindergärten City,Emdener Str. 11,10551,52.52928528204006,13.334054675357306
01020040,Kita Havelberger Str. 21/Kigä City,+49309494392,158,Reguläre Einrichtung,0120,Kindergärten City,Havelberger Str. 21,10559,52.53280785257291,13.346738114065351
01020050,Kita/Kinder in Bewegung (KiB),+49306409507,93,Reguläre Einrichtung,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Klopstockstr. 29,10557,52.517416469706546,13.340288662160372
01020060,Evangelische Kindertagesstätte St. Johannis der Gemeinde Tiergarten,+49309889094,75,Reguläre Einrichtung,0450,Ev. Kirchengemeinde Tiergarten,Alt-Moabit 25,10559,52.524829388624894,13.349268090146825
01020080,Kita Birkelinchen/Ev. Kirchengem. Heilige-Geist,+493044724023,30,Reguläre Einrichtung,0451,Ev. Kirchengemeinde Heilige-Geist,Birkenstr. 60,10559,52.53074778089953,13.346079817366402
01020090,KITA Sonnenschein,+493023005178,135,Reguläre Einrichtung,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Pohlstr. 87,10785,52.50137943366022,13.361090647108464
01020100,Kita Rathenower Str. 15/Kigä City,+493074780168,200,Reguläre Einrichtung,0120,Kindergärten City,Rathenower Str. 15,10559,52.5286420410197,13.354268724177409
01020110,Kita Otto,+4930927979,45,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Ottostr. 16,10555,52.52598494439521,13.335546117456301
01020120,Kita Sprachwelt,+49309480513,110,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,Rostocker Str. 32A,10553,52.53186057944741,13.325852694902625
01020160,Ev. Kita Erlöser,+4930912489,60,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Wikingerufer 9,10555,52.52200225388786,13.330340104808782
01020180,Kita Holsteiner Ufer 12/Kigä City,+49306409506,115,Reguläre Einrichtung,0120,Kindergärten City,Holsteiner Ufer 12,10557,52.52200269122096,13.343357141220272
01020200,Spreekita,+493022635770,110,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Paulstr. 20D,10557,52.5189563533767,13.355917483991751
01020210,Kath. Kita St. Laurentius,+4930259365125,65,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Bandelstr. 41,10559,52.52714552123747,13.349720787928208
01020230,EKT - Cocorico et Co,+493025799626,19,Reguläre Einrichtung,0562,COCORICO et Co. e. V.,Kluckstr. 29,10785,52.502746784602834,13.36146558715645
01020240,Kita Alt-Moabit 117/Kigä City,+49309805060,105,Reguläre Einrichtung,0120,Kindergärten City,Alt-Moabit 117,10559,52.5236798863393,13.354336301112124
01020270,AWO Kita Maulwurf,+49302618950,100,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Lützowstr. 83,10785,52.503155100629414,13.362967985259868
01020280,AWO Kita Schmetterling,+49309741995,65,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Turmstr. 71,10551,52.526840990261064,13.332295612439532
01020310,EKT - Frecher Spatz,+4930914540,20,Reguläre Einrichtung,0636,Frecher Spatz e.V.,Elberfelder Str. 18,10555,52.521675024044626,13.33570463668445
01020440,Kinderladen Stoppelhopser,+4930957578,25,Reguläre Einrichtung,1006,Stoppelhopser e.V.,Quitzowstr. 136,10559,52.53515175137325,13.351630770516218
01020480,Kita Lehrter Straße 40,+49309703022,74,Reguläre Einrichtung,0120,Kindergärten City,Lehrter Str. 40,10557,52.534941074707,13.358661457607685
01020490,EKT - Maluch,+4930967815,30,Reguläre Einrichtung,1038,Verein zur Förderung und Integration polnischer Kinder in der Berliner Gesellschaft e.V.,Stephanstr. 17,10559,52.534281627986374,13.349646346784564
01020500,EKT - Perle,+4930945859,20,Reguläre Einrichtung,0897,Perle e.V.,Wilsnacker Str. 14,10559,52.52768120302701,13.351707098489637
01020510,Kita Safina,+49309480386,20,Reguläre Einrichtung,8428,HadeWe-Integra gemeinnützige GmbH,Rostocker Str. 26,10553,52.531968065168655,13.326777449165212
01020520,EKT Flocke,+4930922126,25,Reguläre Einrichtung,0626,Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.,Bochumer Str. 11,10555,52.52184197093015,13.338179089040928
01020550,EKT - Drunter und Drüber,+4930951860,23,Reguläre Einrichtung,0602,EKT Drunter und Drüber Stromstraße 58 e.V.,Stromstr. 58,10551,52.52752086630157,13.342994678771433
01020580,EKT Schneckenhaus,+4930921261,18,Reguläre Einrichtung,0636,Frecher Spatz e.V.,Flemingstr. 11,10557,52.52074435903049,13.356864812091894
01020620,EKT - ALIBABA,+4930962664,15,Reguläre Einrichtung,0521,Ali Baba e.V.,Waldstr. 15,10551,52.52994937765181,13.331540946210865
01020630,EKT Regenbogen,+4930935555,18,Reguläre Einrichtung,0921,Eltern-Initiativ-Kindertagesstätte Regenbogen e.V.,Calvinstr. 13,10557,52.52180607646507,13.351296183949598
01020640,EKT - Kinderladen Badehaus,+4930946069,26,Reguläre Einrichtung,0744,Kinderladen Badehaus e.V.,Wilsnacker Str. 62,10559,52.52732905191456,13.35134141720644
01020670,"EKT - Panther, Tiger und Co.",+49301775069879,25,Reguläre Einrichtung,1054,VSU-Verein für Sozial- und Umweltpolitik Berlin e.V.,Lübecker Str. 13,10559,52.528541345703985,13.345564185782669
01020680,EKT - Sagaland,+4930953052,18,Reguläre Einrichtung,0942,Sagaland e.V.,Quitzowstr. 125,10559,52.53482021634723,13.348681029201279
01020700,Kita Emdener Str.,+4930951367,50,Reguläre Einrichtung,8662,Forum Soziale Dienste Kita I GmbH,Emdener Str. 28,10551,52.53229954456878,13.334788336383792
01020730,Kita Huttenstr. 22A/Kigä City,+4930443521,85,Reguläre Einrichtung,0120,Kindergärten City,Huttenstr. 22A,10553,52.529089146354934,13.318850710963442
01020740,Kita Lützowstraße,+493023005177,115,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Lützowstr. 61,10785,52.50487451785472,13.355211261625449
01020750,Kita Lüneburger Straße,+49309480391,95,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Lüneburger Str. 14,10557,52.52024337489135,13.35743476740443
01020760,EKT - Arche Moabit,+4930495838,32,Reguläre Einrichtung,0533,Arche Moabit e.V.,Huttenstr. 31,10553,52.52951528371523,13.315496679367627
01020770,Kita Kleiner Frosch,+4930965210,40,Reguläre Einrichtung,8729,TEVBB Soziale Dienste GmbH,Lübecker Str. 32,10559,52.530173364492626,13.344737684092522
01020780,Kenntnisreich Kindertagesstätte Am Zoo,+493026931422,39,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,Katharina-Heinroth-Ufer 1,10787,52.50787658711559,13.344376198810194
01020790,KiBiLuga,+49302641248,130,Reguläre Einrichtung,0107,Orte für Kinder GmbH,Bissingzeile 15,10785,52.50308703003436,13.370346250532904
01020820,Kita Pädagogisches Arbeitskollektiv,+4930962071,35,Reguläre Einrichtung,1253,Pädagogisches Arbeitskollektiv e.V.,Emdener Str. 47,10551,52.52982088020983,13.333715958421735
01020830,Kita Verein für praktische Pädagogik,+4930924465,45,Reguläre Einrichtung,1263,Verein für praktische Pädagogik Moabit e.V.,Alt-Moabit 133B,10557,52.522424527887416,13.36066995561924
01020840,Kinder- und Schülerladen Olle Burg,+4930955572,30,Reguläre Einrichtung,5309,Fokus plus gGmbH,Waldstr. 42,10551,52.53055350314014,13.331089022076313
01020850,EKT - Der Kick - Initiative im Kiez,+4930954982,16,Reguläre Einrichtung,5309,Fokus plus gGmbH,Birkenstr. 33,10551,52.53260072819496,13.34093244717038
01020860,Kinderladen Rosa Kirchkern,+493017643316670,28,Reguläre Einrichtung,0772,Kirschkern e.V.,Bochumer Str. 2,10555,52.52461723092703,13.337645362551175
01020870,Kita Hansa-Ufer 3a Kigä City,+49304620664,100,Reguläre Einrichtung,0120,Kindergärten City,Hansa-Ufer 3A,10555,52.5191044681312,13.336600665120665
01020890,Kita am Lützowplatz 1,+493075940911,30,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,Lützowplatz 1,10785,52.50507157811547,13.353929371892965
01020900,Kita Swimmy,+49309880470,25,Reguläre Einrichtung,7859,MiniKitas First gGmbH,Siemensstr. 10,10551,52.532631112632515,13.33234749563581
01020950,Kita SOS-Kinderdorf,+493099341,126,Reguläre Einrichtung,1347,SOS-Kinderdorf e.V.,Waldstr. 23,10551,52.531562697878755,13.331945677760686
01020960,Kita an der UdK,+4930939398480,70,Reguläre Einrichtung,1256,studierendenWERK BERLIN,Siegmunds Hof 17,10555,52.51557196398299,13.33558600802561
01021000,FRÖBEL Kindergarten Stepping Stones,+493046997770,170,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Lützowstr. 106,10785,52.501245266362524,13.368687644695333
01021010,Kita Cheburashka-Tiergarten,+49309886617,26,Reguläre Einrichtung,7388,Cheburashka gGmbH,Wilsnacker Str. 40,10559,52.531345418489416,13.349731386483104
01021060,EKT biberbau,+493052102116,20,Reguläre Einrichtung,0636,Frecher Spatz e.V.,Elberfelder Str. 19,10555,52.52150119352979,13.33568320165834
01021090,Kinderladen Katz & Kedi,+4930916129,24,Reguläre Einrichtung,0636,Frecher Spatz e.V.,Jagowstr. 28,10555,52.52347707823259,13.333804246642003
01021100,Die Bärenbande,+493098435840,23,Reguläre Einrichtung,7754,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,Rostocker Str. 37,10553,52.53030663790634,13.326469087829695
01021140,Kita Arlecchino,+4930983955,21,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),Alt-Moabit 35,10555,52.52480193073126,13.334603191597871
01021160,Kita Spielraum Perlentaucher,+49309881662,50,Reguläre Einrichtung,9198,SpielRaum Kindertagesstätten Berlin gGmbH,Perleberger Str. 47,10559,52.53093103226907,13.347870121284574
01021170,Kindergarten Schatztruhe,+493063966448,45,Reguläre Einrichtung,8140,"MI-SA-DI gUG (haftungsbeschränkt) gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog",Spenerstr. 37,10557,52.52324219667681,13.354155138514708
01021180,Kita Elfenbein,+49304507967,35,Reguläre Einrichtung,8150,GFBE gGmbH- Gesellschaft für Bildung und Erziehung,Huttenstr. 21,10553,52.52861062027451,13.319026731840017
01021190,AWO Kita am Spreebogen,+493044724001,40,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Alt-Moabit 98,10559,52.52477302505556,13.346454656074904
01021200,Kita Brighella,+49309839557,15,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),Alt-Moabit 37,10555,52.52466535769227,13.333843296337946
01021210,Kita Olle Burg,+493020679347,12,Reguläre Einrichtung,5309,Fokus plus gGmbH,Waldstr. 41,10551,52.53069065641219,13.33112362778507
01021220,KiLa Jagowspatzen,+49302304860,60,Reguläre Einrichtung,0636,Frecher Spatz e.V.,Jagowstr. 10,10555,52.52190466765066,13.334133499777831
01021230,Kita am Essener Park,+49309840277,50,Reguläre Einrichtung,9200,GemBeki Gemeinsinn-für Berliner Kinder gGmbH,Alt-Moabit 86,10555,52.52539129806409,13.341420864173951
01021240,Kita Engelsnest,+493049085470,25,Reguläre Einrichtung,8360,Liberi Bildung gemeinnützige GmbH,Kaiserin-Augusta-Allee 101,10553,52.52563324701827,13.3197580937017
01021250,Kita Apfelkern,+493049089209,25,Reguläre Einrichtung,8372,MetropolitanKids UG (haftungsbeschränkt),Elberfelder Str. 28,10555,52.52236807988198,13.336204666535009
01021260,Kita Safina,+493094513770,20,Reguläre Einrichtung,8428,HadeWe-Integra gemeinnützige GmbH,Erasmusstr. 7A,10553,52.52678554848896,13.3266486565093
01021270,Kita Spielraum Havelsegler,+49309405500,25,Reguläre Einrichtung,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Havelberger Str. 12,10559,52.53343490559284,13.347344126271746
01021300,Kita Bahnhof,+49305050922,25,Reguläre Einrichtung,8645,Vielfalt auf Augenhöhe gGmbH,Lützowstr. 68,10785,52.50457573965177,13.356809301667361
01021310,Kita Kolibri,+4930505696850,15,Reguläre Einrichtung,5309,Fokus plus gGmbH,Jagowstr. 18,10555,52.52324620631926,13.334265520883495
01021320,SpielRaum Stephanshafen,+493026598704,20,Reguläre Einrichtung,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,Stephanstr. 53,10559,52.53392235202708,13.349157044607812
01021330,Kita Bellevue,+493040748134,25,Reguläre Einrichtung,8675,fidea Bildung gGmbH,Paulstr. 18,10557,52.520329696679084,13.35549329207096
01021340,Kita Elfenblume,+493099993235,25,Reguläre Einrichtung,8589,Forum für Bildung und Erziehung (FBE) gGmbH,Rostocker Str. 28,10553,52.53224035026235,13.3267670972235
01021350,Kita Schatzinsel,+49306460372,130,Reguläre Einrichtung,8728,REFORMATIONS-Campus e. V.,Wiclefstr. 32,10551,52.53129391282755,13.329654434925251
01021360,Kita Theobald Tiger,+4930965210,17,Reguläre Einrichtung,8729,TEVBB Soziale Dienste GmbH,Perleberger Str. 39,10559,52.52971337665422,13.34469896049673
01021370,INA.KINDERGARTEN Berlin Kita in der Europacity,+49309818162,77,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Lydia-Rabinowitsch-Str. 5,10557,52.53180447875948,13.368052040914264
01021380,Kita Spatzenvilla,+49309918959,25,Reguläre Einrichtung,8894,E&K Education Care gUG,Klara-Franke-Str. 1,10557,52.532929012452854,13.360358315938468
01021390,Fröbel-Kindergarten Wasserstadt,+493055462241,45,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Hedwig-Porschütz-Str. 6,10557,52.533913197322434,13.365989287444416
01021410,Kindergarten Beusselstraße,+493043974213,120,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Beusselstr. 32A,10553,52.53058507002505,13.328866044687505
01021420,Kindergarten Lisa-Fittko-Str.,+49309894975,130,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Lisa-Fittko-Str. 9,10557,52.53129290482115,13.366033494749345
01021430,Kita Zinzenprinzen,+4930916313,18,Reguläre Einrichtung,5309,Fokus plus gGmbH,Zinzendorfstr. 5,10555,52.52318499154692,13.331962409795784
01021450,Heilpädagogische Gruppe Kita Sonnenschein,+493021005178,5,Heilpädagogische Gruppe,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Pohlstr. 87,10785,52.50137943366022,13.361090647108464
01021460,Kita auf Augenhöhe,+493067387333,23,Reguläre Einrichtung,9207,auf Augenhöhe e.V.,Lehrter Str. 54,10557,52.534364122976754,13.358551752076323
01021470,Leo Kirschkern,+493015566433074,23,Reguläre Einrichtung,0772,Kirschkern e.V.,Klopstockstr. 1,10557,52.51494162897993,13.33750069337107
01021480,Little Kiwis,+49308934,24,Reguläre Einrichtung,8597,Little Kiwis Internationaler Kindergarten gemeinnützige UG (haftungsbeschränkt),Rostocker Str. 40,10553,52.529902274865236,13.326485937097468
01030010,Kita Ackerstr. 60/Kigä City,+49304620620,208,Reguläre Einrichtung,0120,Kindergärten City,Ackerstr. 60,13355,52.53731959875939,13.387334809097966
01030020,Kita Brüsseler Straße,+49304541884,125,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Brüsseler Str. 30,13353,52.544969587968446,13.347086317790765
01030030,Kita Ramlerstr. 9-10/Kigä City,+493043207225,185,Reguläre Einrichtung,0120,Kindergärten City,Ramlerstr. 9,13355,52.5471922513719,13.392988804015362
01030050,Kita Edinburger Str. 38/Kigä City,+49304529987,62,Reguläre Einrichtung,0120,Kindergärten City,Edinburger Str. 38,13349,52.55611356659158,13.348791680765157
01030080,Kita Ghanastr. 13/Kigä City,+49304518047,75,Reguläre Einrichtung,0120,Kindergärten City,Ghanastr. 13,13351,52.559706626456304,13.329200728074767
01030090,Kita Sternenhimmel,+493044383451,120,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,Graunstr. 11A,13355,52.545538336511,13.39939084469561
01030140,Kita Kunterbunt,+493046060825,105,Reguläre Einrichtung,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Gottschedstr. 27,13357,52.55301089572546,13.371843775960238
01030150,Kita Reinickendorfer Str. 98/Kigä City,+493052134200,130,Reguläre Einrichtung,0120,Kindergärten City,Reinickendorfer Str. 98,13347,52.54723858147843,13.368901248323601
01030160,Kita Schönwalder Str. 19a/Kigä City,+493043207212,123,Reguläre Einrichtung,0120,Kindergärten City,Schönwalder Str. 19A,13347,52.541804415734994,13.371254273219117
01030180,Kita Der Kinder-Garten in der Schwedenstraße,+493048478836,100,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,Schwedenstr. 9A,13359,52.55786017996827,13.371677496244585
01030190,Kita Nordbahnstr. 15-16/Kigä City,+49304947236,130,Reguläre Einrichtung,0120,Kindergärten City,Nordbahnstr. 15,13359,52.56647846809488,13.389384456341611
01030210,Kita Wattstraße,+493044383340,75,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,Wattstr. 16,13355,52.54087456125423,13.389836743468608
